id,name,symbol,quantity,percentageChange,change,price,previousClose,high,low,lastTradedTime,issueDate,turnover,sharevolume,tradevolume,marketCap,marketCapPercentage,open,closingPrice,crossingVolume,crossingTradeVol,status,Scrape_time,Date
5892,CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,1,-2.4193548387096775,-0.3,12.1,12.4,13.9,12.0,1727074316738,01/FEB/2024,140850.4,11601,9,2346243578.8,0.0,13.9,12.1,11601,9,4,2024-09-23 22:54:45.355034,2024-09-24
5293,CAPITAL ALLIANCE PLC,CALT.N0000,95,0.24154589371980675,0.1,41.5,41.4,42.5,40.5,1727081408294,15/DEC/2021,6464266.0,155299,195,13670842186.0,0.0,41.3,41.5,155299,195,2,2024-09-23 22:54:45.355034,2024-09-24
551,CARGILLS (CEYLON) PLC,CARG.N0000,13,-0.4051316677920324,-1.5,368.75,370.25,372.0,365.0,1727078626396,01/JAN/1946,138416.0,378,15,95018663306.25,0.0,365.0,368.75,378,15,0,2024-09-23 22:54:45.355034,2024-09-24
5852,CARGILLS BANK PLC,CBNK.N0000,7000,1.36986301369863,0.1,7.4,7.3,7.5,7.3,1727081812479,09/JAN/2024,850300.4,115109,29,6997757149.2,0.0,7.3,7.4,115109,29,0,2024-09-23 22:54:45.355034,2024-09-24
22,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,200,0.0,0.0,56.0,56.0,58.7,56.0,1727079218636,01/JAN/1981,19045.4,340,6,1009791720.0,0.0,58.7,56.0,340,6,0,2024-09-23 22:54:45.355034,2024-09-24
447,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,5000,-0.9523809523809523,-1.0,104.0,105.0,107.0,102.5,1727080542323,01/JAN/1969,3251929.75,31312,41,23644864048.0,0.0,105.0,104.0,31312,41,0,2024-09-23 22:54:45.355034,2024-09-24
224,CENTRAL INDUSTRIES PLC,CIND.N0000,2250,2.8331584470094437,2.7,98.0,95.3,102.0,94.0,1727081281486,14/AUG/1990,2605085.7,26173,66,2371128914.0,0.0,95.0,98.0,26173,66,0,2024-09-23 22:54:45.355034,2024-09-24
981,CEYLINCO HOLDINGS PLC,CINS.X0000,24,1.1049723756906078,10.0,915.0,905.0,915.0,915.0,1727080563017,21/APR/1988,113460.0,124,5,5869249200.0,0.0,915.0,915.0,124,5,0,2024-09-23 22:54:45.355034,2024-09-24
426,CEYLON COLD STORES PLC,CCS.N0000,1000,-2.0754716981132075,-1.1,51.9,53.0,53.0,51.6,1727081982495,01/JAN/1970,7398259.6,142507,106,49325760000.0,0.0,53.0,51.9,142507,106,0,2024-09-23 22:54:45.355034,2024-09-24
74,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,100,1.0769230769230769,1.75,164.25,162.5,165.0,158.0,1727081913543,01/JAN/1984,7152455.5,44071,63,9855000000.0,0.0,161.0,164.25,44071,63,0,2024-09-23 22:54:45.355034,2024-09-24
196,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,102,4.193548387096774,3.9,96.9,93.0,99.5,92.8,1727077626899,01/JAN/1951,38859.2,405,10,7951559832.9,0.0,92.8,96.9,405,10,0,2024-09-23 22:54:45.355034,2024-09-24
383,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,300,-0.5617977528089888,-0.1,17.7,17.8,18.0,17.5,1727081215048,01/JAN/1967,202673.2,11422,24,3186547673.4,0.0,18.0,17.7,11422,24,0,2024-09-23 22:54:45.355034,2024-09-24
133,CEYLON INVESTMENT PLC,CINV.N0000,125,2.2916666666666665,1.1,49.1,48.0,52.0,46.6,1727081596117,01/JAN/1949,1031656.5,20950,45,4878613316.0,0.0,47.2,49.1,20950,45,0,2024-09-23 22:54:45.355034,2024-09-24
461,CEYLON LAND & EQUITY PLC,KZOO.N0000,500,2.857142857142857,0.2,7.2,7.0,7.3,7.0,1727081904073,01/JAN/1958,129691.7,18279,15,2180677068.0,0.0,7.3,7.2,18279,15,0,2024-09-23 22:54:45.355034,2024-09-24
1522,CEYLON TEA BROKERS PLC,CTBL.N0000,2195,0.0,0.0,4.8,4.8,4.8,4.6,1727081673061,16/MAR/2010,93579.6,19722,26,875520000.0,0.0,4.8,4.8,19722,26,2,2024-09-23 22:54:45.355034,2024-09-24
381,CEYLON TOBACCO COMPANY PLC,CTC.N0000,13,-0.697084917617237,-8.25,1175.25,1183.5,1183.75,1160.5,1727081423971,01/JAN/1955,2890537.25,2448,44,220152238362.75,0.0,1183.75,1175.25,2448,44,0,2024-09-23 22:54:45.355034,2024-09-24
131,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,40,2.127659574468085,2.5,120.0,117.5,121.75,116.5,1727081983251,14/OCT/1996,15368372.5,129268,76,28800000000.0,0.0,118.0,120.0,129268,76,0,2024-09-23 22:54:45.355034,2024-09-24
4966,CHRISSWORLD PLC,CWL.N0000,30,0.0,0.0,9.1,9.1,9.4,9.0,1727075863465,18/MAY/2021,279.4,31,2,273000000.0,0.0,9.4,9.1,31,2,5,2024-09-23 22:54:45.355034,2024-09-24
162,C I C HOLDINGS PLC,CIC.N0000,495,1.5267175572519085,1.0,66.5,65.5,67.0,65.5,1727081975453,11/OCT/1964,7802031.8,117528,85,19391400000.0,0.0,65.5,66.5,117528,85,0,2024-09-23 22:54:45.355034,2024-09-24
328,C I C HOLDINGS PLC,CIC.X0000,10,2.335456475583864,1.1,48.2,47.1,49.1,47.1,1727081448113,11/OCT/1964,5368391.5,110964,56,4216536000.0,0.0,47.4,48.2,110964,56,0,2024-09-23 22:54:45.355034,2024-09-24
1858,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,45,0.75,0.75,100.75,100.0,104.25,98.1,1727081953205,06/OCT/2010,195396.0,1951,39,1042124551.0,0.0,98.2,100.75,1951,39,0,2024-09-23 22:54:45.355034,2024-09-24
101,CITRUS LEISURE PLC,REEF.N0000,1,0.0,0.0,4.4,4.4,4.7,4.3,1727081018750,01/JAN/1984,1928381.1,438745,91,2840572578.8,0.0,4.4,4.4,438745,91,0,2024-09-23 22:54:45.355034,2024-09-24
5353,Co-operative Insurance Company PLC,COOP.N0000,10000,0.0,0.0,2.5,2.5,2.6,2.4,1727080919627,30/DEC/2021,4051298.0,1629848,101,4130444000.0,0.0,2.5,2.5,1629848,101,2,2024-09-23 22:54:45.355034,2024-09-24
44,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,1,0.0,0.0,45.0,45.0,48.9,45.0,1727071322541,01/JAN/1949,22729.6,505,3,1145571300.0,0.0,45.1,45.0,505,3,0,2024-09-23 22:54:45.355034,2024-09-24
267,COLOMBO DOCKYARD PLC,DOCK.N0000,271,-1.6706443914081146,-0.7,41.2,41.9,42.0,41.0,1727068162191,01/JAN/1983,191047.4,4641,21,2960587668.8,0.0,41.8,41.2,4641,21,1,2024-09-23 22:54:45.355034,2024-09-24
208,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,606,2.828054298642534,2.5,90.9,88.4,91.5,85.0,1727081944096,01/JAN/1970,104440541.7,1173395,606,137633704253.1,0.0,87.0,90.9,1173395,606,0,2024-09-23 22:54:45.355034,2024-09-24
396,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,5,2.751031636863824,2.0,74.7,72.7,75.6,70.8,1727081960321,01/JAN/1970,12352219.1,167030,225,7102937496.6,0.0,73.4,74.7,167030,225,0,2024-09-23 22:54:45.355034,2024-09-24
1798,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,80,0.31347962382445144,0.1,32.0,31.9,32.8,31.1,1727082000798,01/JUN/2011,6991325.4,218680,167,10178379680.0,0.0,31.9,32.0,218680,167,2,2024-09-23 22:54:45.355034,2024-09-24
490,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,1,0.0,0.0,117.5,117.5,116.5,108.0,1727069286493,01/JAN/1983,1622.5,14,2,1410000000.0,0.0,116.5,117.5,14,2,2,2024-09-23 22:54:45.355034,2024-09-24
168,CONVENIENCE FOODS LANKA PLC,SOY.N0000,2,0.0,0.0,761.25,761.25,780.0,758.0,1727071369703,13/MAY/1992,26220.5,34,6,2093437500.0,0.0,758.0,761.25,34,6,0,2024-09-23 22:54:45.355034,2024-09-24
123,DANKOTUWA PORCELAIN PLC,DPL.N0000,100,-0.4784688995215311,-0.1,20.8,20.9,20.9,20.1,1727069194184,21/FEB/1995,20470.0,1000,5,3381100736.0,0.0,20.1,20.8,1000,5,0,2024-09-23 22:54:45.355034,2024-09-24
239,DFCC BANK PLC,DFCC.N0000,782,3.953147877013177,2.7,71.0,68.3,71.0,66.8,1727081870766,01/JAN/1956,12235985.3,175897,147,30718718781.0,0.0,68.0,71.0,175897,147,0,2024-09-23 22:54:45.355034,2024-09-24
471,DIALOG AXIATA PLC,DIAL.N0000,28,1.1363636363636365,0.1,8.9,8.8,8.9,8.6,1727081906467,28/JUL/2005,5850048.2,663117,185,81882981446.6,0.0,8.9,8.9,663117,185,0,2024-09-23 22:54:45.355034,2024-09-24
375,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,14,0.624699663623258,3.25,523.5,520.25,535.0,515.0,1727081179993,01/JAN/1964,333639.25,638,12,4832687109.0,0.0,522.0,523.5,638,12,0,2024-09-23 22:54:45.355034,2024-09-24
399,DIPPED PRODUCTS PLC,DIPD.N0000,25,1.4836795252225519,0.5,34.2,33.7,34.8,32.0,1727081973456,01/JAN/1982,18628793.9,551130,240,20472637104.0,0.0,33.5,34.2,551130,240,0,2024-09-23 22:54:45.355034,2024-09-24
68,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,390,0.3937007874015748,0.1,25.5,25.4,25.9,25.3,1727081878484,10/AUG/1992,2265859.9,88861,48,117300000000.0,0.0,25.5,25.5,88861,48,3,2024-09-23 22:54:45.355034,2024-09-24
455,DOLPHIN HOTELS PLC,STAF.N0000,50,3.0303030303030303,1.0,34.0,33.0,34.0,32.3,1727081718092,01/JAN/1982,1027423.7,30592,19,2150260436.0,0.0,32.3,34.0,30592,19,0,2024-09-23 22:54:45.355034,2024-09-24
26,E B CREASY & COMPANY PLC,EBCR.N0000,1,4.3478260869565215,1.0,24.0,23.0,24.0,23.3,1727077300475,01/JAN/1968,2470707.0,103005,14,6085099200.0,0.0,23.3,24.0,103005,14,0,2024-09-23 22:54:45.355034,2024-09-24
5173,E M L CONSULTANTS PLC,EML.N0000,50,0.0,0.0,3.1,3.1,3.2,3.1,1727071203997,27/SEP/2021,74413.2,24001,11,281790000.0,0.0,3.2,3.1,24001,11,5,2024-09-23 22:54:45.355034,2024-09-24
403,EAST WEST PROPERTIES PLC,EAST.N0000,973,-2.0202020202020203,-0.2,9.7,9.9,9.7,9.7,1727074006744,01/JAN/1983,10408.1,1073,3,1340928000.0,0.0,9.7,9.7,1073,3,0,2024-09-23 22:54:45.355034,2024-09-24
405,EASTERN MERCHANTS PLC,EMER.N0000,300,6.451612903225806,0.4,6.6,6.2,6.6,6.4,1727081551309,01/JAN/1982,114960.0,17575,14,775143600.0,0.0,6.4,6.6,17575,14,0,2024-09-23 22:54:45.355034,2024-09-24
348,EDEN HOTEL LANKA PLC,EDEN.N0000,1,1.6666666666666667,0.2,12.2,12.0,12.8,11.7,1727081806631,13/DEC/1993,4525892.7,369666,74,19324800000.0,0.0,11.7,12.2,369666,74,3,2024-09-23 22:54:45.355034,2024-09-24
115,ELPITIYA PLANTATIONS PLC,ELPL.N0000,8,-1.4492753623188406,-1.4,95.2,96.6,98.5,94.0,1727075548029,08/DEC/2000,308746.3,3208,19,6936883945.6,0.0,98.4,95.2,3208,19,2,2024-09-23 22:54:45.355034,2024-09-24
5231,Ex-pack Corrugated Cartons PLC,PACK.N0000,6645,-2.272727272727273,-0.3,12.9,13.2,13.5,12.9,1727080729875,10/NOV/2021,678339.0,52375,26,4299999995.7,0.0,13.0,12.9,52375,26,0,2024-09-23 22:54:45.355034,2024-09-24
5472,EXTERMINATORS PLC,EXT.N0000,200,4.545454545454546,0.3,6.9,6.6,7.0,6.7,1727072523138,30/MAR/2022,4350.1,629,3,364681967.1,0.0,6.9,6.9,629,3,1,2024-09-23 22:54:45.355034,2024-09-24
528,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,2000,0.6802721088435374,0.2,29.6,29.4,29.9,28.3,1727081867252,22/AUG/1994,2953714.8,101138,91,11988000000.0,0.0,29.3,29.6,101138,91,2,2024-09-23 22:54:45.355034,2024-09-24
5330,First Capital Treasuries PLC,FCT.N0000,1187,1.6736401673640167,0.4,24.3,23.9,24.3,23.3,1727081953082,02/MAR/2015,1175535.4,49320,76,14959080000.0,0.0,23.9,24.3,49320,76,0,2024-09-23 22:54:45.355034,2024-09-24
116,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,500,0.6756756756756757,0.1,14.9,14.8,14.9,14.7,1727081823016,01/JAN/1970,1069420.8,71984,41,7462360503.6,0.0,14.7,14.9,71984,41,2,2024-09-23 22:54:45.355034,2024-09-24
533,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,350,0.0,0.0,27.0,27.0,27.9,21.2,1727081960837,21/NOV/2001,693522.9,25959,50,727637148.0,0.0,27.0,27.0,25959,50,0,2024-09-23 22:54:45.355034,2024-09-24
466,GESTETNER OF CEYLON PLC,GEST.N0000,34,1.098901098901099,0.9,82.8,81.9,82.9,80.0,1727070543897,01/JAN/1965,74962.7,909,8,220066833.6,0.0,80.0,82.8,909,8,0,2024-09-23 22:54:45.355034,2024-09-24
2091,GREENTECH ENERGY PLC,MEL.N0000,100,-4.545454545454546,-0.1,2.1,2.2,2.1,2.1,1727080335798,25/APR/2012,80022.6,38106,11,210000000.0,0.0,2.1,2.1,38106,11,1,2024-09-23 22:54:45.355034,2024-09-24
167,HARISCHANDRA MILLS PLC,HARI.N0000,2,0.0,0.0,4400.0,4400.0,3755.0,3755.0,1727065759073,01/JAN/1983,7510.0,2,1,8446240000.0,0.0,3755.0,4400.0,2,1,2,2024-09-23 22:54:45.355034,2024-09-24
340,HATTON NATIONAL BANK PLC,HNB.X0000,5193,2.966841186736475,4.25,147.5,143.25,149.0,139.25,1727081960723,01/JAN/1971,17899854.25,123681,96,17088276495.0,0.0,141.0,147.5,123681,96,0,2024-09-23 22:54:45.355034,2024-09-24
172,HATTON NATIONAL BANK PLC,HNB.N0000,5000,3.259259259259259,5.5,174.25,168.75,175.0,165.0,1727081928085,01/JAN/1971,81063159.0,473095,474,79452506594.5,0.0,171.0,174.25,473095,474,0,2024-09-23 22:54:45.355034,2024-09-24
4058,HATTON PLANTATIONS PLC,HPL.N0000,40,-3.488372093023256,-0.9,24.9,25.8,25.0,24.0,1727077081813,02/FEB/2018,324953.5,13534,10,5893000107.9,0.0,24.0,24.9,13534,10,2,2024-09-23 22:54:45.355034,2024-09-24
31,HAYCARB PLC,HAYC.N0000,3000,-0.1297016861219196,-0.1,77.0,77.1,77.6,74.0,1727081747632,01/JAN/1975,2534974.6,33445,31,22878528750.0,0.0,77.6,77.0,33445,31,0,2024-09-23 22:54:45.355034,2024-09-24
331,HAYLEYS FABRIC PLC,MGT.N0000,22,2.2222222222222223,1.0,46.0,45.0,46.7,44.6,1727081827397,23/APR/2003,4986630.1,109930,37,19112161696.0,0.0,45.0,46.0,109930,37,0,2024-09-23 22:54:45.355034,2024-09-24
524,HAYLEYS FIBRE PLC,HEXP.N0000,40,0.8421052631578947,0.4,47.9,47.5,50.0,47.3,1727078201119,17/MAR/1992,29927.6,620,14,1149600000.0,0.0,50.0,47.9,620,14,0,2024-09-23 22:54:45.355034,2024-09-24
214,HAYLEYS LEISURE PLC,CONN.N0000,1,-2.6315789473684212,-0.5,18.5,19.0,19.4,18.5,1727080024471,11/MAR/1996,194912.6,10511,6,1997814223.0,0.0,19.4,18.5,10511,6,0,2024-09-23 22:54:45.355034,2024-09-24
175,HAYLEYS PLC,HAYL.N0000,1000,1.75054704595186,1.6,93.0,91.4,93.4,89.0,1727081998185,01/JAN/1953,26995729.7,291952,165,69750000000.0,0.0,90.9,93.0,291952,165,0,2024-09-23 22:54:45.355034,2024-09-24
5431,HELA APPAREL HOLDINGS PLC,HELA.N0000,100,0.0,0.0,5.1,5.1,5.4,5.1,1727081777609,07/FEB/2022,1241351.6,237436,49,6718645956.0,0.0,5.1,5.1,237436,49,0,2024-09-23 22:54:45.355034,2024-09-24
325,HEMAS HOLDINGS PLC,HHL.N0000,1000,1.103448275862069,0.8,73.3,72.5,74.0,71.0,1727081542721,15/OCT/2003,18567655.2,257764,92,43773351980.3,0.0,72.4,73.3,257764,92,0,2024-09-23 22:54:45.355034,2024-09-24
2229,HIKKADUWA BEACH RESORT PLC,CITH.N0000,2,5.405405405405405,0.2,3.9,3.7,3.9,3.7,1727081273228,17/DEC/2012,1161093.8,305405,57,2116387770.9,0.0,3.7,3.9,305405,57,2,2024-09-23 22:54:45.355034,2024-09-24
