id,name,symbol,quantity,percentageChange,change,price,previousClose,high,low,lastTradedTime,issueDate,turnover,sharevolume,tradevolume,marketCap,marketCapPercentage,open,closingPrice,crossingVolume,crossingTradeVol,status,Scrape_time,Date
301,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,531,0.0,0.0,0.3,0.3,0.3,0.2,1727336474593,31/MAR/1992,16840.1,59717,11,67793014.2,0.0,0.3,0.3,59717,11,1,2024-09-26 17:18:39.768880,2024-09-26
189,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,670,-0.18832391713747645,-0.1,53.0,53.1,54.6,53.0,1727340566379,08/MAY/1992,655469.1,12308,35,5015543912.0,0.0,54.6,53.0,12308,35,2,2024-09-26 17:18:39.768880,2024-09-26
34,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,388,-5.866666666666666,-2.2,35.3,37.5,37.8,35.2,1727339629617,08/DEC/1995,225561.1,6370,22,2956375000.0,0.0,37.4,35.3,6370,22,2,2024-09-26 17:18:39.768880,2024-09-26
25,BROWN & COMPANY PLC,BRWN.N0000,211,-3.508771929824561,-4.0,110.0,114.0,117.0,109.0,1727340874434,25/APR/1991,10131943.5,89172,225,23388750000.0,0.0,114.5,110.0,89172,225,2,2024-09-26 17:18:39.768880,2024-09-26
128,BROWNS BEACH HOTELS PLC,BBH.N0000,1500,-3.3557046979865772,-0.5,14.4,14.9,15.0,13.4,1727334833716,22/FEB/1993,22037.8,1530,6,1866240000.0,0.0,13.4,14.4,1530,6,1,2024-09-26 17:18:39.768880,2024-09-26
1851,BROWNS INVESTMENTS PLC,BIL.N0000,25000,0.0,0.0,5.9,5.9,6.3,5.8,1727341186207,26/JUL/2011,200850139.6,33497522,1458,84781333014.0,0.0,6.0,5.9,33497522,1458,2,2024-09-26 17:18:39.768880,2024-09-26
165,BUKIT DARAH PLC,BUKI.N0000,151,2.4359775140537163,9.75,410.0,400.25,410.0,400.0,1727331441114,01/JAN/1970,17954900.0,44872,11,41820000000.0,0.0,410.0,410.0,44872,11,0,2024-09-26 17:18:39.768880,2024-09-26
308,C M HOLDINGS PLC,COLO.N0000,138,-1.675977653631285,-1.5,88.0,89.5,93.5,88.0,1727332184427,01/JAN/1970,316354.7,3549,18,1337600000.0,0.0,92.0,88.0,3549,18,0,2024-09-26 17:18:39.768880,2024-09-26
510,C T HOLDINGS PLC,CTHR.N0000,10,0.0,0.0,280.0,280.0,285.0,270.0,1727332991063,01/JAN/1928,6540.0,24,4,56393953840.0,0.0,285.0,280.0,24,4,0,2024-09-26 17:18:39.768880,2024-09-26
520,C T LAND DEVELOPMENT PLC,CTLD.N0000,100,-4.4,-1.1,23.9,25.0,25.0,23.7,1727326104037,22/MAR/1988,14350.0,600,2,1941875000.0,0.0,23.7,23.9,600,2,2,2024-09-26 17:18:39.768880,2024-09-26
335,C. W. MACKIE PLC,CWM.N0000,21,2.345415778251599,2.2,96.0,93.8,96.0,94.0,1727333228338,09/JAN/1995,187472.9,1979,15,3454901376.0,0.0,94.0,96.0,1979,15,2,2024-09-26 17:18:39.768880,2024-09-26
6052,CABLE SOLUTIONS LIMITED,CSLK.N0000,373,-1.2820512820512822,-0.1,7.7,7.8,8.1,7.7,1727340897018,14/AUG/2024,10904272.1,1380839,96,3624132820.0,0.0,7.9,7.7,1380839,96,2,2024-09-26 17:18:39.768880,2024-09-26
5293,CAPITAL ALLIANCE PLC,CALT.N0000,30,-0.8968609865470852,-0.4,44.2,44.6,47.0,43.7,1727341158587,15/DEC/2021,21693984.1,478607,439,14560270472.8,0.0,44.7,44.2,478607,439,2,2024-09-26 17:18:39.768880,2024-09-26
551,CARGILLS (CEYLON) PLC,CARG.N0000,1,1.2658227848101267,4.75,380.0,375.25,380.0,376.0,1727327498198,01/JAN/1946,43696.0,115,4,97917537780.0,0.0,380.0,380.0,115,4,0,2024-09-26 17:18:39.768880,2024-09-26
5852,CARGILLS BANK PLC,CBNK.N0000,500,-1.3333333333333333,-0.1,7.4,7.5,7.6,7.4,1727337802235,09/JAN/2024,964895.2,128510,38,6997757149.2,0.0,7.6,7.4,128510,38,0,2024-09-26 17:18:39.768880,2024-09-26
22,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,17,-3.3333333333333335,-2.0,58.0,60.0,59.0,58.0,1727333489269,01/JAN/1981,1482821.8,25563,9,1045855710.0,0.0,58.2,58.0,25563,9,0,2024-09-26 17:18:39.768880,2024-09-26
336,CARSON CUMBERBATCH PLC,CARS.N0000,50,-0.0847457627118644,-0.25,294.75,295.0,295.0,286.0,1727329876401,01/JAN/1967,585420.0,1986,6,57885042901.5,0.0,295.0,294.75,1986,6,0,2024-09-26 17:18:39.768880,2024-09-26
447,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,1,-1.1013215859030836,-1.25,112.25,113.5,119.0,110.0,1727340958333,01/JAN/1969,1645129.75,14554,43,25520538359.5,0.0,115.5,112.25,14554,43,0,2024-09-26 17:18:39.768880,2024-09-26
224,CENTRAL INDUSTRIES PLC,CIND.N0000,2,-5.161290322580645,-6.0,110.25,116.25,122.0,108.5,1727340772388,14/AUG/1990,17405808.5,152362,245,2667520028.25,0.0,119.25,110.25,152362,245,0,2024-09-26 17:18:39.768880,2024-09-26
981,CEYLINCO HOLDINGS PLC,CINS.X0000,3,3.9355015031429352,36.0,950.75,914.75,989.75,915.0,1727335279263,21/APR/1988,2586467.25,2756,25,6098566860.0,0.0,915.0,950.75,2756,25,0,2024-09-26 17:18:39.768880,2024-09-26
426,CEYLON COLD STORES PLC,CCS.N0000,1,-1.5384615384615385,-0.9,57.6,58.5,59.5,57.0,1727340920688,01/JAN/1970,27893858.2,478427,167,54743040000.0,0.0,58.8,57.6,478427,167,0,2024-09-26 17:18:39.768880,2024-09-26
74,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,8,-0.7363770250368189,-1.25,168.5,169.75,172.0,166.5,1727340840637,01/JAN/1984,8710670.25,51300,60,10110000000.0,0.0,170.25,168.5,51300,60,0,2024-09-26 17:18:39.768880,2024-09-26
196,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,200,-4.861111111111111,-5.25,102.75,108.0,108.0,102.25,1727329958090,01/JAN/1951,81779.5,791,9,8431607562.75,0.0,108.0,102.75,791,9,0,2024-09-26 17:18:39.768880,2024-09-26
264,CEYLON HOSPITALS PLC,CHL.N0000,74,-0.2145922746781116,-0.25,116.25,116.5,116.5,116.25,1727340218157,14/NOV/2003,27796.0,239,5,3603447866.25,0.0,116.5,116.25,239,5,0,2024-09-26 17:18:39.768880,2024-09-26
383,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,50,1.6216216216216217,0.3,18.8,18.5,19.3,18.8,1727340963600,01/JAN/1967,1127469.1,59847,36,3384581709.6,0.0,19.3,18.8,59847,36,0,2024-09-26 17:18:39.768880,2024-09-26
133,CEYLON INVESTMENT PLC,CINV.N0000,4900,-0.5555555555555556,-0.3,53.7,54.0,55.6,51.5,1727340175681,01/JAN/1949,13951135.0,264873,115,5335672812.0,0.0,54.0,53.7,264873,115,0,2024-09-26 17:18:39.768880,2024-09-26
461,CEYLON LAND & EQUITY PLC,KZOO.N0000,16040,-1.25,-0.1,7.9,8.0,8.2,7.7,1727341196066,01/JAN/1958,2596085.1,326987,59,2392687338.5,0.0,8.1,7.9,326987,59,0,2024-09-26 17:18:39.768880,2024-09-26
241,CEYLON PRINTERS PLC,CPRT.N0000,1,0.0,0.0,95.6,95.6,103.75,103.75,1727333789125,01/JAN/1974,103.75,1,1,57376252.0,0.0,103.75,95.6,1,1,3,2024-09-26 17:18:39.768880,2024-09-26
1522,CEYLON TEA BROKERS PLC,CTBL.N0000,1000,0.0,0.0,4.9,4.9,4.9,4.8,1727340971949,16/MAR/2010,1050407.8,214895,28,893760000.0,0.0,4.9,4.9,214895,28,2,2024-09-26 17:18:39.768880,2024-09-26
381,CEYLON TOBACCO COMPANY PLC,CTC.N0000,10,0.4410838059231254,5.25,1195.5,1190.25,1200.0,1194.75,1727340768293,01/JAN/1955,9385857.5,7848,69,223945544320.5,0.0,1195.75,1195.5,7848,69,0,2024-09-26 17:18:39.768880,2024-09-26
529,CHEMANEX PLC,CHMX.N0000,1,0.8928571428571429,0.7,79.1,78.4,81.5,78.8,1727341191024,01/JAN/1974,11228.5,142,6,1242448379.2,0.0,78.8,79.1,142,6,0,2024-09-26 17:18:39.768880,2024-09-26
131,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,80,-0.6,-0.75,124.25,125.0,125.0,123.75,1727341065572,14/OCT/1996,4045349.0,32478,85,29820000000.0,0.0,125.0,124.25,32478,85,0,2024-09-26 17:18:39.768880,2024-09-26
4966,CHRISSWORLD PLC,CWL.N0000,50,0.0,0.0,9.5,9.5,9.8,9.5,1727335353570,18/MAY/2021,671.0,70,2,285000000.0,0.0,9.8,9.5,70,2,5,2024-09-26 17:18:39.768880,2024-09-26
328,C I C HOLDINGS PLC,CIC.X0000,195,0.0,0.0,52.0,52.0,54.5,51.7,1727341007749,11/OCT/1964,17775413.9,334162,190,4548960000.0,0.0,52.2,52.0,734162,191,0,2024-09-26 17:18:39.768880,2024-09-26
162,C I C HOLDINGS PLC,CIC.N0000,431,-0.7052186177715092,-0.5,70.4,70.9,72.5,70.0,1727341151184,11/OCT/1964,28205937.9,396605,117,20528640000.0,0.0,71.0,70.4,396605,117,0,2024-09-26 17:18:39.768880,2024-09-26
1630,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,10,-1.25,-2.5,197.5,200.0,198.75,197.0,1727340799999,06/OCT/2010,51523.75,261,9,11950083915.0,0.0,197.0,197.5,261,9,0,2024-09-26 17:18:39.768880,2024-09-26
1858,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,5,-2.179176755447942,-2.25,101.0,103.25,104.0,101.0,1727340291549,06/OCT/2010,925416.5,9065,28,1044710468.0,0.0,104.0,101.0,9065,28,0,2024-09-26 17:18:39.768880,2024-09-26
101,CITRUS LEISURE PLC,REEF.N0000,50,-2.0408163265306123,-0.1,4.8,4.9,5.2,4.7,1727340520030,01/JAN/1984,4953274.3,1016186,121,3098806449.6,0.0,5.0,4.8,1016186,121,0,2024-09-26 17:18:39.768880,2024-09-26
5353,Co-operative Insurance Company PLC,COOP.N0000,100,-3.7037037037037037,-0.1,2.6,2.7,2.8,2.6,1727340537274,30/DEC/2021,3973904.9,1498391,128,4295661760.0,0.0,2.8,2.6,1498391,128,2,2024-09-26 17:18:39.768880,2024-09-26
44,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,50,0.0,0.0,45.7,45.7,48.8,48.8,1727326271518,01/JAN/1949,2440.0,50,1,1163391298.0,0.0,48.8,45.7,50,1,0,2024-09-26 17:18:39.768880,2024-09-26
267,COLOMBO DOCKYARD PLC,DOCK.N0000,1,-0.7142857142857143,-0.3,41.7,42.0,42.5,41.5,1727341097072,01/JAN/1983,270887.0,6487,21,2996517130.8,0.0,42.5,41.7,6487,21,1,2024-09-26 17:18:39.768880,2024-09-26
385,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,25,0.0,0.0,71.0,71.0,71.0,71.0,1727325802918,15/JUN/1986,8875.0,125,3,623879911.0,0.0,71.0,71.0,125,3,2,2024-09-26 17:18:39.768880,2024-09-26
378,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,1300,-2.150537634408602,-0.4,18.2,18.6,18.6,18.1,1727337769667,19/MAR/1986,226986.0,12510,8,3637834345.6,0.0,18.2,18.2,12510,8,0,2024-09-26 17:18:39.768880,2024-09-26
208,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,7510,-0.5020080321285141,-0.5,99.1,99.6,104.75,98.0,1727341181947,01/JAN/1970,222699970.05,2200644,1106,150049505956.9,0.0,100.5,99.1,2200644,1106,0,2024-09-26 17:18:39.768880,2024-09-26
396,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,707,-0.37926675094816686,-0.3,78.8,79.1,81.0,78.2,1727340608516,01/JAN/1970,47258795.8,590267,289,7492790826.4,0.0,79.8,78.8,590267,289,0,2024-09-26 17:18:39.768880,2024-09-26
1798,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,1000,-2.3529411764705883,-0.8,33.2,34.0,35.0,33.0,1727340979158,01/JUN/2011,7137562.4,208473,158,10560068918.0,0.0,34.0,33.2,208473,158,2,2024-09-26 17:18:39.768880,2024-09-26
490,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,1,0.20202020202020202,0.25,124.0,123.75,124.0,115.0,1727340447406,01/JAN/1983,343614.25,2831,20,1488000000.0,0.0,123.75,124.0,2831,20,2,2024-09-26 17:18:39.768880,2024-09-26
168,CONVENIENCE FOODS LANKA PLC,SOY.N0000,1,-1.6761543327008224,-13.25,777.25,790.5,800.0,770.0,1727334145041,13/MAY/1992,991895.25,1258,47,2137437500.0,0.0,799.75,777.25,1258,47,0,2024-09-26 17:18:39.768880,2024-09-26
123,DANKOTUWA PORCELAIN PLC,DPL.N0000,4,0.45662100456621,0.1,22.0,21.9,22.6,22.0,1727339041789,21/FEB/1995,457720.6,20586,29,3576164240.0,0.0,22.6,22.0,20586,29,0,2024-09-26 17:18:39.768880,2024-09-26
239,DFCC BANK PLC,DFCC.N0000,573,1.0723860589812333,0.8,75.4,74.6,78.5,74.0,1727341191761,01/JAN/1956,46088247.0,598979,259,32622414029.4,0.0,74.8,75.4,598979,259,0,2024-09-26 17:18:39.768880,2024-09-26
471,DIALOG AXIATA PLC,DIAL.N0000,687,-1.0638297872340425,-0.1,9.3,9.4,9.6,9.3,1727341097524,28/JUL/2005,51019630.7,5414452,356,85563115444.2,0.0,9.5,9.3,5414452,356,0,2024-09-26 17:18:39.768880,2024-09-26
1965,DIALOG FINANCE PLC,CALF.N0000,41,0.47961630695443647,0.2,41.9,41.7,41.9,41.8,1727334724884,04/OCT/2011,6951.3,166,3,4919054385.4,0.0,41.9,41.9,166,3,3,2024-09-26 17:18:39.768880,2024-09-26
375,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,664,-0.14124293785310735,-0.75,530.25,531.0,540.0,530.0,1727339503177,01/JAN/1964,2035617.75,3814,25,4894999693.5,0.0,531.25,530.25,3814,25,0,2024-09-26 17:18:39.768880,2024-09-26
327,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,5,-2.0623388797750177,-22.0,1044.75,1066.75,1079.0,1000.0,1727335110011,01/JAN/1982,125365.5,120,14,21665503125.0,0.0,1066.5,1044.75,120,14,2,2024-09-26 17:18:39.768880,2024-09-26
399,DIPPED PRODUCTS PLC,DIPD.N0000,5000,1.6666666666666667,0.6,36.6,36.0,37.7,36.1,1727341194531,01/JAN/1982,97719666.6,2654045,639,21909313392.0,0.0,36.2,36.6,2654045,639,0,2024-09-26 17:18:39.768880,2024-09-26
68,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,5788,-0.37037037037037035,-0.1,26.9,27.0,27.1,26.5,1727341152481,10/AUG/1992,6814362.8,253808,88,123740000000.0,0.0,27.1,26.9,253808,88,3,2024-09-26 17:18:39.768880,2024-09-26
455,DOLPHIN HOTELS PLC,STAF.N0000,1200,-0.8746355685131195,-0.3,34.0,34.3,35.0,33.9,1727340874611,01/JAN/1982,6217701.0,181395,64,2150260436.0,0.0,34.9,34.0,181395,64,0,2024-09-26 17:18:39.768880,2024-09-26
26,E B CREASY & COMPANY PLC,EBCR.N0000,152,-3.292181069958848,-0.8,23.5,24.3,24.9,23.5,1727336254493,01/JAN/1968,474785.0,20005,35,5958326300.0,0.0,24.8,23.5,20005,35,0,2024-09-26 17:18:39.768880,2024-09-26
5173,E M L CONSULTANTS PLC,EML.N0000,939,-2.9411764705882355,-0.1,3.3,3.4,3.6,3.3,1727341080139,27/SEP/2021,196233.0,58032,20,299970000.0,0.0,3.5,3.3,58032,20,5,2024-09-26 17:18:39.768880,2024-09-26
460,E - CHANNELLING PLC,ECL.N0000,1000,3.7037037037037037,0.5,14.0,13.5,14.0,13.9,1727325846300,21/MAY/2002,82489.7,5901,13,1709839810.0,0.0,13.9,14.0,5901,13,2,2024-09-26 17:18:39.768880,2024-09-26
403,EAST WEST PROPERTIES PLC,EAST.N0000,508,0.9433962264150944,0.1,10.7,10.6,10.8,10.5,1727337740968,01/JAN/1983,834651.4,78068,22,1479168000.0,0.0,10.8,10.7,50078068,23,0,2024-09-26 17:18:39.768880,2024-09-26
405,EASTERN MERCHANTS PLC,EMER.N0000,200,-1.4285714285714286,-0.1,6.9,7.0,7.2,6.9,1727340740709,01/JAN/1982,171770.0,24400,14,810377400.0,0.0,7.1,6.9,24400,14,0,2024-09-26 17:18:39.768880,2024-09-26
348,EDEN HOTEL LANKA PLC,EDEN.N0000,1000,0.7575757575757576,0.1,13.3,13.2,13.6,12.6,1727341193142,13/DEC/1993,5424787.6,410951,111,21067200000.0,0.0,13.5,13.3,410951,111,3,2024-09-26 17:18:39.768880,2024-09-26
115,ELPITIYA PLANTATIONS PLC,ELPL.N0000,25,-1.5763546798029557,-1.6,99.9,101.5,101.5,98.0,1727339327771,08/DEC/2000,1182476.1,11779,28,7279356157.2,0.0,101.5,99.9,11779,28,2,2024-09-26 17:18:39.768880,2024-09-26
5231,Ex-pack Corrugated Cartons PLC,PACK.N0000,1500,-0.7299270072992701,-0.1,13.6,13.7,14.1,13.5,1727341038858,10/NOV/2021,2137356.3,154891,65,4533333328.8,0.0,13.9,13.6,154891,65,0,2024-09-26 17:18:39.768880,2024-09-26
5472,EXTERMINATORS PLC,EXT.N0000,11,-2.857142857142857,-0.2,6.8,7.0,6.9,6.8,1727341072159,30/MAR/2022,24124.8,3511,3,359396721.2,0.0,6.9,6.8,3511,3,1,2024-09-26 17:18:39.768880,2024-09-26
528,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,351,-4.180064308681672,-1.3,29.8,31.1,31.7,29.0,1727341188320,22/AUG/1994,11119582.0,363115,268,12069000000.0,0.0,31.5,29.8,363115,268,2,2024-09-26 17:18:39.768880,2024-09-26
5330,First Capital Treasuries PLC,FCT.N0000,500,-4.597701149425287,-1.2,24.9,26.1,26.4,24.6,1727341194238,02/MAR/2015,9633393.4,379144,232,15328440000.0,0.0,26.2,24.9,379144,232,0,2024-09-26 17:18:39.768880,2024-09-26
116,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,871,-1.2987012987012987,-0.2,15.2,15.4,15.6,15.0,1727341029158,01/JAN/1970,1464638.5,95659,60,7612609372.8,0.0,15.5,15.2,95659,60,2,2024-09-26 17:18:39.768880,2024-09-26
533,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,801,-0.9836065573770492,-0.3,30.2,30.5,31.0,29.1,1727341115941,21/NOV/2001,4111467.7,136837,70,813875624.8,0.0,30.6,30.2,136837,70,0,2024-09-26 17:18:39.768880,2024-09-26
466,GESTETNER OF CEYLON PLC,GEST.N0000,120,0.1182033096926714,0.1,84.7,84.6,84.9,84.6,1727326816706,01/JAN/1965,74514.5,880,11,225116676.4,0.0,84.6,84.7,880,11,0,2024-09-26 17:18:39.768880,2024-09-26
